jbug	alc	Protein	Protein	PPI	0.0	0	1
CG3909	CG4563	Protein	Protein	PPI	0.0	0	1
lwr	squ	Protein	Protein	PPI	0.0	0	1
frj	CG33017	Protein	Protein	PPI	0.0	0	1
dlg1	Hsp70Bb	Protein	Protein	PPI	0.0	0	1
Cpr67Fa2	prt	Protein	Protein	PPI	0.0	0	1
ptc	CG14322	Protein	Protein	PPI	0.0	0	1
Adf1	CG6607	Protein	Protein	PPI	0.0	0	1
FKBP59	CG30496	Protein	Protein	PPI	0.0	0	1
CtBP	CG4617	Protein	Protein	PPI	0.0	0	1
porin	ATPsyn-Cf6	Protein	Protein	PPI	0.0	0	1
CG12607	hale	Protein	Protein	PPI	0.0	0	1
sgg	CG43367	Protein	Protein	PPI	0.0	0	1
CG3492	CG6607	Protein	Protein	PPI	0.0	0	1
nuf	nopo	Protein	Protein	PPI	0.0	0	1
Ten-m	RyR	Protein	Protein	PPI	0.0	0	1
Rab1	Ca-P60A	Protein	Protein	PPI	0.0	0	1
CG10750	CG6543	Protein	Protein	PPI	0.0	0	1
Taf12	CG10092	Protein	Protein	PPI	0.0	0	1
Glt	TER94	Protein	Protein	PPI	0.0	0	1
CG10566	Lst8	Protein	Protein	PPI	0.0	0	1
cert	Hip1	Protein	Protein	PPI	0.0	0	1
fs(1)Ya	His2B:CG33868	Protein	Protein	PPI	0.0	0	1
TpnC41C	Scp1	Protein	Protein	PPI	0.0	0	1
Tequila	CG17377	Protein	Protein	PPI	0.0	0	1
Klc	CG9609	Protein	Protein	PPI	0.0	0	1
Rpn2	Prosalpha3	Protein	Protein	PPI	0.0	0	1
Pp1-87B	A16	Protein	Protein	PPI	0.0	0	1
TBPH	CG4328	Protein	Protein	PPI	0.0	0	1
Pk17E	sun	Protein	Protein	PPI	0.0	0	1
CG10237	CG9796	Protein	Protein	PPI	0.0	0	1
ix	Ssdp	Protein	Protein	PPI	0.0	0	1
cdc2	l(2)09851	Protein	Protein	PPI	0.0	0	1
ND75	CG3085	Protein	Protein	PPI	0.0	0	1
CG2199	chinmo	Protein	Protein	PPI	0.0	0	1
CG13067	CG31550	Protein	Protein	PPI	0.0	0	1
Bacc	CG14715	Protein	Protein	PPI	0.0	0	1
brk	CG10032	Protein	Protein	PPI	0.0	0	1
CG3918	Syx16	Protein	Protein	PPI	0.0	0	1
His4:CG33885	retinin	Protein	Protein	PPI	0.0	0	1
JIL-1	SIDL	Protein	Protein	PPI	0.0	0	1
slmb	achi	Protein	Protein	PPI	0.0	0	1
Rlip	CG43691	Protein	Protein	PPI	0.0	0	1
VhaSFD	Rtnl1	Protein	Protein	PPI	0.0	0	1
CG8316	CG30183	Protein	Protein	PPI	0.0	0	1
Cp190	Map60	Protein	Protein	PPI	0.0	0	1
Rae1	eap	Protein	Protein	PPI	0.0	0	1
CG3342	CG11164	Protein	Protein	PPI	0.0	0	1
mei-S332	Rcd5	Protein	Protein	PPI	0.0	0	1
pre-mod(mdg4)-AB	Hsp70Aa	Protein	Protein	PPI	0.0	0	1
Pdi	PHGPx	Protein	Protein	PPI	0.0	0	1
nito	Atx2	Protein	Protein	PPI	0.0	0	1
crp	Tab2	Protein	Protein	PPI	0.0	0	1
vir	Rad51D	Protein	Protein	PPI	0.0	0	1
C15	Scp2	Protein	Protein	PPI	0.0	0	1
EndoG	Doc2	Protein	Protein	PPI	0.0	0	1
Atpalpha	dgt6	Protein	Protein	PPI	0.0	0	1
srpk79D	CG31140	Protein	Protein	PPI	0.0	0	1
Rel	pont	Protein	Protein	PPI	0.0	0	1
Taf1	Taf2	Protein	Protein	PPI	0.0	0	1
Ip259	l(1)G0020	Protein	Protein	PPI	0.0	0	1
CG16742	Nrg	Protein	Protein	PPI	0.0	0	1
CG15865	CG11380	Protein	Protein	PPI	0.0	0	1
CG14830	Sec23	Protein	Protein	PPI	0.0	0	1
shi	Dap160	Protein	Protein	PPI	0.0	0	1
CG11249	CG3942	Protein	Protein	PPI	0.0	0	1
CG8974	CG7220	Protein	Protein	PPI	0.0	0	1
cdc2	His1:CG33819	Protein	Protein	PPI	0.0	0	1
toy	CG32354	Protein	Protein	PPI	0.0	0	1
l(2)37Bb	Hmx	Protein	Protein	PPI	0.0	0	1
hbn	NimC1	Protein	Protein	PPI	0.0	0	1
Dfd	RecQ4	Protein	Protein	PPI	0.0	0	1
PAN2	CG11486	Protein	Protein	PPI	0.0	0	1
Top2	AGO2	Protein	Protein	PPI	0.0	0	1
Art1	His4:CG33873	Protein	Protein	PPI	0.0	0	1
EF2	regucalcin	Protein	Protein	PPI	0.0	0	1
Vha100-2	VhaAC45	Protein	Protein	PPI	0.0	0	1
dgt6	CG17059	Protein	Protein	PPI	0.0	0	1
CG3523	Cyp12d1-p	Protein	Protein	PPI	0.0	0	1
ird5	Nup50	Protein	Protein	PPI	0.0	0	1
ena	pie	Protein	Protein	PPI	0.0	0	1
sgg	CG11523	Protein	Protein	PPI	0.0	0	1
CG4692	CG5645	Protein	Protein	PPI	0.0	0	1
CG4853	RhoGEF4	Protein	Protein	PPI	0.0	0	1
CG16719	Atg1	Protein	Protein	PPI	0.0	0	1
Act5C	capt	Protein	Protein	PPI	0.0	0	1
CG8738	alphaSnap	Protein	Protein	PPI	0.0	0	1
Myo31DF	hts	Protein	Protein	PPI	0.0	0	1
His4:CG33875	wisp	Protein	Protein	PPI	0.0	0	1
Hsp70Aa	Cpr64Ad	Protein	Protein	PPI	0.0	0	1
Xbp1	Lamp1	Protein	Protein	PPI	0.0	0	1
Rac1	rad	Protein	Protein	PPI	0.0	0	1
Rcd-1r	CG11248	Protein	Protein	PPI	0.0	0	1
Past1	Kr-h2	Protein	Protein	PPI	0.0	0	1
Adh	Cyt-c-p	Protein	Protein	PPI	0.0	0	1
bsk	CG32783	Protein	Protein	PPI	0.0	0	1
HLH4C	CG12975	Protein	Protein	PPI	0.0	0	1
MED18	MED4	Protein	Protein	PPI	0.0	0	1
Aats-lys	CG8155	Protein	Protein	PPI	0.0	0	1
Mdr49	CG2678	Protein	Protein	PPI	0.0	0	1
bab2	CG5144	Protein	Protein	PPI	0.0	0	1
Trxr-1	CG10638	Protein	Protein	PPI	0.0	0	1
ImpL3	CG2789	Protein	Protein	PPI	0.0	0	1
Inos	CG2862	Protein	Protein	PPI	0.0	0	1
Ald	His4:CG33909	Protein	Protein	PPI	0.0	0	1
RAF2	CG13032	Protein	Protein	PPI	0.0	0	1
ClC-c	CG1161	Protein	Protein	PPI	0.0	0	1
His1:CG33843	RpL8	Protein	Protein	PPI	0.0	0	1
cdc2	His1:CG33813	Protein	Protein	PPI	0.0	0	1
fs(1)h	His1:CG33864	Protein	Protein	PPI	0.0	0	1
CG9184	Sec24CD	Protein	Protein	PPI	0.0	0	1
GstS1	Strn-Mlck	Protein	Protein	PPI	0.0	0	1
Fer1HCH	slmb	Protein	Protein	PPI	0.0	0	1
Aats-glupro	Vps4	Protein	Protein	PPI	0.0	0	1
CSN5	Trs33	Protein	Protein	PPI	0.0	0	1
Prosalpha4	Pdi	Protein	Protein	PPI	0.0	0	1
CG6398	Ubc12	Protein	Protein	PPI	0.0	0	1
Eno	Chd64	Protein	Protein	PPI	0.0	0	1
CG10635	CG7770	Protein	Protein	PPI	0.0	0	1
Prosbeta5	Prosalpha6	Protein	Protein	PPI	0.0	0	1
RpL4	LIMK1	Protein	Protein	PPI	0.0	0	1
EcR	Lpt	Protein	Protein	PPI	0.0	0	1
CG8840	hoe1	Protein	Protein	PPI	0.0	0	1
Spindly	ZnT63C	Protein	Protein	PPI	0.0	0	1
CG8128	Doa	Protein	Protein	PPI	0.0	0	1
cpb	Arpc2	Protein	Protein	PPI	0.0	0	1
Rac1	Vav	Protein	Protein	PPI	0.0	0	1
CG1968	CG8065	Protein	Protein	PPI	0.0	0	1
SAK	asl	Protein	Protein	PPI	0.0	0	1
CG8813	CG4570	Protein	Protein	PPI	0.0	0	1
toy	Rbcn-3A	Protein	Protein	PPI	0.0	0	1
MED14	key	Protein	Protein	PPI	0.0	0	1
pre-mod(mdg4)-I	Cda5	Protein	Protein	PPI	0.0	0	1
r	Cctgamma	Protein	Protein	PPI	0.0	0	1
pUf68	CG5913	Protein	Protein	PPI	0.0	0	1
CG42565	kibra	Protein	Protein	PPI	0.0	0	1
for	Hsp67Ba	Protein	Protein	PPI	0.0	0	1
Sec24AB	CG9083	Protein	Protein	PPI	0.0	0	1
Sucb	Pen	Protein	Protein	PPI	0.0	0	1
U2af50	Gr39a	Protein	Protein	PPI	0.0	0	1
sqh	olf413	Protein	Protein	PPI	0.0	0	1
pre-mod(mdg4)-X	CG3011	Protein	Protein	PPI	0.0	0	1
cher	Sod3	Protein	Protein	PPI	0.0	0	1
Nurf-38	Snm1	Protein	Protein	PPI	0.0	0	1
Atpalpha	CG1646	Protein	Protein	PPI	0.0	0	1
PCNA	Trx-2	Protein	Protein	PPI	0.0	0	1
Fas2	sws	Protein	Protein	PPI	0.0	0	1
tll	GC1	Protein	Protein	PPI	0.0	0	1
trpl	Trpgamma	Protein	Protein	PPI	0.0	0	1
CG13047	CG34354	Protein	Protein	PPI	0.0	0	1
chic	Moe	Protein	Protein	PPI	0.0	0	1
sisA	Snr1	Protein	Protein	PPI	0.0	0	1
Cat	tsr	Protein	Protein	PPI	0.0	0	1
mbl	mbl	Protein	Protein	PPI	0.0	0	1
Cct2	Synd	Protein	Protein	PPI	0.0	0	1
CG8974	CG5359	Protein	Protein	PPI	0.0	0	1
CG8128	Sln	Protein	Protein	PPI	0.0	0	1
mud	TSG101	Protein	Protein	PPI	0.0	0	1
Sam-S	E(var)3-9	Protein	Protein	PPI	0.0	0	1
fax	PHGPx	Protein	Protein	PPI	0.0	0	1
Rpn7	Rpn6	Protein	Protein	PPI	0.0	0	1
aru	Tango2	Protein	Protein	PPI	0.0	0	1
bnb	NimC1	Protein	Protein	PPI	0.0	0	1
Wnt5	M1BP	Protein	Protein	PPI	0.0	0	1
mei-41	His4:CG33909	Protein	Protein	PPI	0.0	0	1
sqh	N	Protein	Protein	PPI	0.0	0	1
Ten-m	Fit1	Protein	Protein	PPI	0.0	0	1
Amy-d	CG13085	Protein	Protein	PPI	0.0	0	1
Df31	Hop	Protein	Protein	PPI	0.0	0	1
Idgf4	Nf-YA	Protein	Protein	PPI	0.0	0	1
ox	CG1444	Protein	Protein	PPI	0.0	0	1
Treh	CG11777	Protein	Protein	PPI	0.0	0	1
imd	rogdi	Protein	Protein	PPI	0.0	0	1
stumps	CG31111	Protein	Protein	PPI	0.0	0	1
Dp1	RpS8	Protein	Protein	PPI	0.0	0	1
Moe	FK506-bp2	Protein	Protein	PPI	0.0	0	1
Ccp84Ag	Nca	Protein	Protein	PPI	0.0	0	1
flw	Cad88C	Protein	Protein	PPI	0.0	0	1
RpS20	CG6950	Protein	Protein	PPI	0.0	0	1
CG13510	boi	Protein	Protein	PPI	0.0	0	1
CG9769	Dys	Protein	Protein	PPI	0.0	0	1
NetB	Tim17b1	Protein	Protein	PPI	0.0	0	1
CG16884	p24-1	Protein	Protein	PPI	0.0	0	1
CG13321	CG18067	Protein	Protein	PPI	0.0	0	1
HmgD	CstF-50	Protein	Protein	PPI	0.0	0	1
CG3344	tmod	Protein	Protein	PPI	0.0	0	1
Ubi-p63E	not	Protein	Protein	PPI	0.0	0	1
p38a	p38b	Protein	Protein	PPI	0.0	0	1
Trf4-1	CG16826	Protein	Protein	PPI	0.0	0	1
Rpn7	Grasp65	Protein	Protein	PPI	0.0	0	1
RpS17	CG4476	Protein	Protein	PPI	0.0	0	1
CycB	CG31550	Protein	Protein	PPI	0.0	0	1
alien	CSN6	Protein	Protein	PPI	0.0	0	1
Dlc90F	CG31122	Protein	Protein	PPI	0.0	0	1
CG7069	RpS24	Protein	Protein	PPI	0.0	0	1
Mhcl	yellow-e3	Protein	Protein	PPI	0.0	0	1
pre-mod(mdg4)-X	Hsp70Bbb	Protein	Protein	PPI	0.0	0	1
dap	CG43894	Protein	Protein	PPI	0.0	0	1
atl	SdhA	Protein	Protein	PPI	0.0	0	1
betaggt-II	CG5773	Protein	Protein	PPI	0.0	0	1
Eb1	krimp	Protein	Protein	PPI	0.0	0	1
Fadd	rept	Protein	Protein	PPI	0.0	0	1
rhi	CG2678	Protein	Protein	PPI	0.0	0	1
Pvf1	Pvr	Protein	Protein	PPI	0.0	0	1
fd59A	CG4328	Protein	Protein	PPI	0.0	0	1
PCNA	Uch	Protein	Protein	PPI	0.0	0	1
Arr2	fz4	Protein	Protein	PPI	0.0	0	1
RhoGAP92B	7B2	Protein	Protein	PPI	0.0	0	1
RpL13	calypso	Protein	Protein	PPI	0.0	0	1
Abd-B	Pk17E	Protein	Protein	PPI	0.0	0	1
Sirt4	CG11138	Protein	Protein	PPI	0.0	0	1
Akap200	Tektin-A	Protein	Protein	PPI	0.0	0	1
Rpt6	Rpn2	Protein	Protein	PPI	0.0	0	1
CG12012	CG5447	Protein	Protein	PPI	0.0	0	1
AnxB11	CG10465	Protein	Protein	PPI	0.0	0	1
ci	CG11700	Protein	Protein	PPI	0.0	0	1
rhi	CG32809	Protein	Protein	PPI	0.0	0	1
CG4325	Nup54	Protein	Protein	PPI	0.0	0	1
DOR	Atg8a	Protein	Protein	PPI	0.0	0	1
srpk79D	CG11138	Protein	Protein	PPI	0.0	0	1
CG2865	CG11985	Protein	Protein	PPI	0.0	0	1
Hmgs	CG4407	Protein	Protein	PPI	0.0	0	1
rux	dan	Protein	Protein	PPI	0.0	0	1
eff	CG7196	Protein	Protein	PPI	0.0	0	1
Rap2l	CG13220	Protein	Protein	PPI	0.0	0	1
cib	Hsc70Cb	Protein	Protein	PPI	0.0	0	1
Cg25C	CG17931	Protein	Protein	PPI	0.0	0	1
fzo	D12	Protein	Protein	PPI	0.0	0	1
Kap-alpha3	Gale	Protein	Protein	PPI	0.0	0	1
srpk79D	Hey	Protein	Protein	PPI	0.0	0	1
CG4038	His4:CG33905	Protein	Protein	PPI	0.0	0	1
Pk17E	Uba1	Protein	Protein	PPI	0.0	0	1
Syx18	CG44009	Protein	Protein	PPI	0.0	0	1
FK506-bp1	CG7275	Protein	Protein	PPI	0.0	0	1
blw	CG33303	Protein	Protein	PPI	0.0	0	1
CG10732	Oatp74D	Protein	Protein	PPI	0.0	0	1
lwr	CG7028	Protein	Protein	PPI	0.0	0	1
CG8654	SPE	Protein	Protein	PPI	0.0	0	1
His4:CG33873	Dys	Protein	Protein	PPI	0.0	0	1
Art1	His4:CG33901	Protein	Protein	PPI	0.0	0	1
borr	CG7386	Protein	Protein	PPI	0.0	0	1
MRG15	Syp	Protein	Protein	PPI	0.0	0	1
Hakai	aPKC	Protein	Protein	PPI	0.0	0	1
Fatp	CG2064	Protein	Protein	PPI	0.0	0	1
Hsp70Aa	Tpc1	Protein	Protein	PPI	0.0	0	1
Hrb98DE	CG9106	Protein	Protein	PPI	0.0	0	1
Rpn6	Prosbeta5	Protein	Protein	PPI	0.0	0	1
RpS23	Ddr	Protein	Protein	PPI	0.0	0	1
AnxB9	AnxB10	Protein	Protein	PPI	0.0	0	1
CG4038	His4:CG33907	Protein	Protein	PPI	0.0	0	1
alphaSnap	Bet1	Protein	Protein	PPI	0.0	0	1
CG18067	CG42797	Protein	Protein	PPI	0.0	0	1
CG13840	zormin	Protein	Protein	PPI	0.0	0	1
Hsp23	CG12084	Protein	Protein	PPI	0.0	0	1
Act5C	dUTPase	Protein	Protein	PPI	0.0	0	1
dx	CG15161	Protein	Protein	PPI	0.0	0	1
CG14410	CG13047	Protein	Protein	PPI	0.0	0	1
Rpn2	Rpn13	Protein	Protein	PPI	0.0	0	1
CLIP-190	chb	Protein	Protein	PPI	0.0	0	1
Pa1	MED11	Protein	Protein	PPI	0.0	0	1
Hsp70Bb	CG15676	Protein	Protein	PPI	0.0	0	1
14-3-3zeta	HDAC4	Protein	Protein	PPI	0.0	0	1
arm	MED17	Protein	Protein	PPI	0.0	0	1
CG8206	CG3308	Protein	Protein	PPI	0.0	0	1
Gbeta13F	CG7173	Protein	Protein	PPI	0.0	0	1
CG9316	skpF	Protein	Protein	PPI	0.0	0	1
Crtp	CG8854	Protein	Protein	PPI	0.0	0	1
CycY	mri	Protein	Protein	PPI	0.0	0	1
Rack1	Ubpy	Protein	Protein	PPI	0.0	0	1
CG17726	TrissinR	Protein	Protein	PPI	0.0	0	1
Gs1	msi	Protein	Protein	PPI	0.0	0	1
ATPsyn-d	CG4797	Protein	Protein	PPI	0.0	0	1
lola	CheA75a	Protein	Protein	PPI	0.0	0	1
CG5270	Sec5	Protein	Protein	PPI	0.0	0	1
CG13022	Mer	Protein	Protein	PPI	0.0	0	1
NetB	tinc	Protein	Protein	PPI	0.0	0	1
CG1986	RpS15	Protein	Protein	PPI	0.0	0	1
Rpn8	Rpn11	Protein	Protein	PPI	0.0	0	1
CG13067	CG32264	Protein	Protein	PPI	0.0	0	1
Ten-m	eIF3-S9	Protein	Protein	PPI	0.0	0	1
NetB	mRpL10	Protein	Protein	PPI	0.0	0	1
cib	PHGPx	Protein	Protein	PPI	0.0	0	1
dnk	bocksbeutel	Protein	Protein	PPI	0.0	0	1
grim	CG31198	Protein	Protein	PPI	0.0	0	1
Fkbp14	Trx-2	Protein	Protein	PPI	0.0	0	1
Wee1	Epac	Protein	Protein	PPI	0.0	0	1
Hsc70Cb	CG8036	Protein	Protein	PPI	0.0	0	1
CG3605	CG34105	Protein	Protein	PPI	0.0	0	1
Tm2	CG10581	Protein	Protein	PPI	0.0	0	1
HmgD	cib	Protein	Protein	PPI	0.0	0	1
RpL18A	CG8974	Protein	Protein	PPI	0.0	0	1
Hexim	AP-2mu	Protein	Protein	PPI	0.0	0	1
Hel25E	CG12262	Protein	Protein	PPI	0.0	0	1
Bap60	MED11	Protein	Protein	PPI	0.0	0	1
RpS12	CG42709	Protein	Protein	PPI	0.0	0	1
SAK	CG15676	Protein	Protein	PPI	0.0	0	1
UGP	CG5111	Protein	Protein	PPI	0.0	0	1
hth	His4:CG31611	Protein	Protein	PPI	0.0	0	1
Ef1alpha48D	CG42709	Protein	Protein	PPI	0.0	0	1
dap	CG11486	Protein	Protein	PPI	0.0	0	1
Jon99Fii	CG31550	Protein	Protein	PPI	0.0	0	1
CG5028	mxc	Protein	Protein	PPI	0.0	0	1
e(y)1	His4:CG33907	Protein	Protein	PPI	0.0	0	1
CG2789	Pp2A-29B	Protein	Protein	PPI	0.0	0	1
Hsp70Ab	lobo	Protein	Protein	PPI	0.0	0	1
cpb	cpa	Protein	Protein	PPI	0.0	0	1
Mdh2	smt3	Protein	Protein	PPI	0.0	0	1
CG2678	Syx16	Protein	Protein	PPI	0.0	0	1
EcR	dap	Protein	Protein	PPI	0.0	0	1
ple	Plap	Protein	Protein	PPI	0.0	0	1
blow	CG11164	Protein	Protein	PPI	0.0	0	1
Rpt4	Prosalpha2	Protein	Protein	PPI	0.0	0	1
Lhr	Nf-YA	Protein	Protein	PPI	0.0	0	1
Prosbeta3	Prosalpha1	Protein	Protein	PPI	0.0	0	1
ewg	cactin	Protein	Protein	PPI	0.0	0	1
CG2199	CG3689	Protein	Protein	PPI	0.0	0	1
RpS15Aa	CG1104	Protein	Protein	PPI	0.0	0	1
CG4853	FRG1	Protein	Protein	PPI	0.0	0	1
Kmn1	Mis12	Protein	Protein	PPI	0.0	0	1
fkh	CG10032	Protein	Protein	PPI	0.0	0	1
CycB	Rbp4	Protein	Protein	PPI	0.0	0	1
Cct5	CG8258	Protein	Protein	PPI	0.0	0	1
mtDNA-helicase	CG10721	Protein	Protein	PPI	0.0	0	1
NimB2	nub	Protein	Protein	PPI	0.0	0	1
wal	Rab5	Protein	Protein	PPI	0.0	0	1
Cul3	Uba3	Protein	Protein	PPI	0.0	0	1
Spindly	CG6550	Protein	Protein	PPI	0.0	0	1
E2f2	CG7296	Protein	Protein	PPI	0.0	0	1
RpL15	CG2811	Protein	Protein	PPI	0.0	0	1
Syx4	Vamp7	Protein	Protein	PPI	0.0	0	1
CG3295	CG13458	Protein	Protein	PPI	0.0	0	1
RpII33	mRpL14	Protein	Protein	PPI	0.0	0	1
Prosbeta3	Prosbeta4R2	Protein	Protein	PPI	0.0	0	1
hk	CG5522	Protein	Protein	PPI	0.0	0	1
Cdk8	MED15	Protein	Protein	PPI	0.0	0	1
Chd64	GstE6	Protein	Protein	PPI	0.0	0	1
Dsp1	Rpd3	Protein	Protein	PPI	0.0	0	1
pre-mod(mdg4)-C	CG11164	Protein	Protein	PPI	0.0	0	1
RpS8	Atf-2	Protein	Protein	PPI	0.0	0	1
CkIalpha	Axn	Protein	Protein	PPI	0.0	0	1
CG9636	Opa1	Protein	Protein	PPI	0.0	0	1
CG6770	hale	Protein	Protein	PPI	0.0	0	1
RpII140	Nrg	Protein	Protein	PPI	0.0	0	1
Amun	CG14220	Protein	Protein	PPI	0.0	0	1
Nlp	CG10265	Protein	Protein	PPI	0.0	0	1
slmo	IntS10	Protein	Protein	PPI	0.0	0	1
CG12024	CG3529	Protein	Protein	PPI	0.0	0	1
Hrd3	CG6766	Protein	Protein	PPI	0.0	0	1
CG14053	ncm	Protein	Protein	PPI	0.0	0	1
Prosbeta2	Rpn1	Protein	Protein	PPI	0.0	0	1
LysE	brp	Protein	Protein	PPI	0.0	0	1
RpS27A	fax	Protein	Protein	PPI	0.0	0	1
sol	term	Protein	Protein	PPI	0.0	0	1
Hel25E	CG8155	Protein	Protein	PPI	0.0	0	1
CG5968	orb2	Protein	Protein	PPI	0.0	0	1
Pi3K68D	CG3902	Protein	Protein	PPI	0.0	0	1
porin	CG2064	Protein	Protein	PPI	0.0	0	1
e(y)2	Saf6	Protein	Protein	PPI	0.0	0	1
sip1	CG43691	Protein	Protein	PPI	0.0	0	1
GstE10	HIP-R	Protein	Protein	PPI	0.0	0	1
CG8258	Kr-h2	Protein	Protein	PPI	0.0	0	1
CG13032	Dysb	Protein	Protein	PPI	0.0	0	1
mRpL13	His1:CG33816	Protein	Protein	PPI	0.0	0	1
Mst98Cb	gce	Protein	Protein	PPI	0.0	0	1
lat	CG15564	Protein	Protein	PPI	0.0	0	1
Adh	CG34172	Protein	Protein	PPI	0.0	0	1
CG13090	RPA2	Protein	Protein	PPI	0.0	0	1
pav	Dgp-1	Protein	Protein	PPI	0.0	0	1
Prm	icln	Protein	Protein	PPI	0.0	0	1
TwdlC	bru-3	Protein	Protein	PPI	0.0	0	1
E(bx)	His3:CG33860	Protein	Protein	PPI	0.0	0	1
Rpn13	CG43143	Protein	Protein	PPI	0.0	0	1
p53	Topors	Protein	Protein	PPI	0.0	0	1
CG2023	CG2336	Protein	Protein	PPI	0.0	0	1
CG7379	Pak3	Protein	Protein	PPI	0.0	0	1
CG5642	CG33017	Protein	Protein	PPI	0.0	0	1
homer	CG31550	Protein	Protein	PPI	0.0	0	1
Snr1	Cpr73D	Protein	Protein	PPI	0.0	0	1
CG33253	CG10425	Protein	Protein	PPI	0.0	0	1
Sec61alpha	Pp2A-29B	Protein	Protein	PPI	0.0	0	1
Cwc25	CG6843	Protein	Protein	PPI	0.0	0	1
Hsp70Aa	CHIP	Protein	Protein	PPI	0.0	0	1
CG9572	CG34376	Protein	Protein	PPI	0.0	0	1
Rab1	Kr-h2	Protein	Protein	PPI	0.0	0	1
RpL22-like	CG6084	Protein	Protein	PPI	0.0	0	1
Rel	pzg	Protein	Protein	PPI	0.0	0	1
Cad87A	l(2)37Cg	Protein	Protein	PPI	0.0	0	1
Rab6	CanA-14F	Protein	Protein	PPI	0.0	0	1
bcd	CG10211	Protein	Protein	PPI	0.0	0	1
dgt4	wac	Protein	Protein	PPI	0.0	0	1
Tektin-A	CG13838	Protein	Protein	PPI	0.0	0	1
CG11777	RhoGAP68F	Protein	Protein	PPI	0.0	0	1
Hsp70Ab	CG16884	Protein	Protein	PPI	0.0	0	1
E(spl)m7-HLH	dgrn	Protein	Protein	PPI	0.0	0	1
gnu	CG13204	Protein	Protein	PPI	0.0	0	1
RpII15	MED6	Protein	Protein	PPI	0.0	0	1
sol	CG34168	Protein	Protein	PPI	0.0	0	1
arm	CG7196	Protein	Protein	PPI	0.0	0	1
EF2	CG33017	Protein	Protein	PPI	0.0	0	1
Sec61alpha	Karybeta3	Protein	Protein	PPI	0.0	0	1
CG11539	SF2	Protein	Protein	PPI	0.0	0	1
Fas2	CG7358	Protein	Protein	PPI	0.0	0	1
Fmr1	Dcr-1	Protein	Protein	PPI	0.0	0	1
His4:CG31611	retinin	Protein	Protein	PPI	0.0	0	1
His4:CG33883	cid	Protein	Protein	PPI	0.0	0	1
dx	zormin	Protein	Protein	PPI	0.0	0	1
wek	nito	Protein	Protein	PPI	0.0	0	1
Ntf-2	CG14715	Protein	Protein	PPI	0.0	0	1
JIL-1	His3:CG33806	Protein	Protein	PPI	0.0	0	1
Tapdelta	Fatp	Protein	Protein	PPI	0.0	0	1
CG5515	Epac	Protein	Protein	PPI	0.0	0	1
Prosalpha7	Rpn1	Protein	Protein	PPI	0.0	0	1
Pvf2	CG34168	Protein	Protein	PPI	0.0	0	1
pre-mod(mdg4)-V	CG3011	Protein	Protein	PPI	0.0	0	1
His3.3B	SAK	Protein	Protein	PPI	0.0	0	1
CG32631	HIP-R	Protein	Protein	PPI	0.0	0	1
Arl1	VhaAC39-1	Protein	Protein	PPI	0.0	0	1
CG12721	CG1792	Protein	Protein	PPI	0.0	0	1
ird5	CG9391	Protein	Protein	PPI	0.0	0	1
Cp38	CG12470	Protein	Protein	PPI	0.0	0	1
P32	CG13454	Protein	Protein	PPI	0.0	0	1
CG15800	CG13900	Protein	Protein	PPI	0.0	0	1
NetB	Spt6	Protein	Protein	PPI	0.0	0	1
