#FlyBase1	FlyBase2	PubMedIDs	InteractionType	Directedness
FBgn0003169	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015277	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0004638	FBgn0001965	23331499;8479541;8462098;22028469;9178769;9671493;21036869;7781603;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0004644	FBgn0263930	9374407;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000047	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0002973	FBgn0011648	14605208;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0041203	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0025743	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0020238	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0003366	9582352;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010382	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0010441	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004367	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260945	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0026319	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0026402	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0013762	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0052666	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0019686	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0033607	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0020496	FBgn0082582	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0000274	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0024179	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0263255,FBgn0263395	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0264607	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003557	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0259712	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0024846	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0024913	FBgn0003169	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0041171	FBgn0015509	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0000017	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0087007	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0026313	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0030864	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000489	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0085385	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0259212	FBgn0004638	22110040;21036869	Post-translational_modification;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0029903	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0010379	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0026371	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015024	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0041184	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0040056	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0261931	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0005666	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0040752	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0027598	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000352	FBgn0000273	23331499;15691767;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0005640	FBgn0003731	22110040	Post-translational_modification	PPI_directed
	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003079	FBgn0003716	9056776;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000117	FBgn0000229	10924470;10903184;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015567,FBgn0264855	FBgn0026379	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0026063	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0038640	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0030697	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0053193	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0039858	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015610	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0039015	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0085385	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0027356	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0029835	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0037218	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0030374	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0262656	FBgn0003205	10693760;21071413	interaction_from_external_databases	PPI_undirected
FBgn0035397	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004390	FBgn0002431	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0031905	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0023423	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0027338	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0025716	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0024222	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0004106	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000490	FBgn0005672	10934021;21071413	interaction_from_external_databases	PPI_undirected
FBgn0027598	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0038167	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0026192	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260945	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0015589	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0004647	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0031896	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260934	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0037218	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0041184	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0016696	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003744	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0086898	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0005355	FBgn0000273	10769240;9874371;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038630	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0037098	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0003079	10075855;11063697;10906455;8682295;8013459;9927462;21071413	interaction_from_external_databases	PPI_undirected
FBgn0005592	FBgn0003969	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0259712	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0026064	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0016797	FBgn0000117	10556068;21071413	interaction_from_external_databases	PPI_undirected
FBgn0264542	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0041184	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0040068	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000274	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0259212	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0030018	FBgn0010333	15710747;21036869;11825878;21071413	interaction_from_external_databases	PPI_undirected
FBgn0016794	FBgn0003366	10601017;10640704;12128212;8681385;8681384;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004197	FBgn0002643	10545243;21071413	interaction_from_external_databases	PPI_undirected
FBgn0041184	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0040056	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0030748	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0027101	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0010269	10075855;8682295;8013459;9927462;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015024	FBgn0023423	23331499;17925225	Interaction_between_pathway_members	PPI_directed
FBgn0003612	FBgn0004889	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0000229	FBgn0001291	23331499;9224720;21036869;9224721;11825878;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0003371	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015589	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0034590	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003300	FBgn0020496	12145660;21071413	interaction_from_external_databases	PPI_undirected
FBgn0027889	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0013759	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0013984	FBgn0036046	11250149;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038853	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0027518	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0005590	FBgn0003317	23331499;9827802;9827801;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0000044	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0024811	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0032650	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0260798	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0037569	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003557	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0053519	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0262716	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0020386	FBgn0010379	11752451;11943559;11344272;23331499;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0085352	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0029996	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0023423	FBgn0025638	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0000826	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0039907	11955446;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003169	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0031461	FBgn0011300	17119022;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0035656	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0010909	FBgn0003205	11063696;21071413	interaction_from_external_databases	PPI_undirected
FBgn0027598	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0005666	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0038640	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0011648	FBgn0003716	9521913;21036869;9502733;21071413;8681796;8653785	interaction_from_external_databases	PPI_undirected
FBgn0031855	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0038167	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0000097	12049762;10835395;21071413	interaction_from_external_databases	PPI_undirected
FBgn0260799	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0004106	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0026597	FBgn0043900	12015286;21071413	interaction_from_external_databases	PPI_undirected
FBgn0263930	FBgn0004009	23331499;10996794;11437449;10421371;10421372;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0037098	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0001624	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003079	FBgn0261456	15701972;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0015402	FBgn0261445	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0004859	FBgn0261617	15803137;15710747;21036869;23331499	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0003124	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0016696	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0025743	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0264607	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261854	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0002973	FBgn0004647	23331499;9892565;12756185;10331986;8876239;8755476;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0000180	FBgn0004647	8406001;23331499;9892565;9367444;21071413	Interaction_between_pathway_members	PPI_directed
